x_mean,y_mean,z_mean,x_std,y_std,z_std,activity
0.30471707975443135,1.249022696873495,0.22511672703840255,1.0309823086627432,0.9070637308604177,1.2785559552407813,Standing
-1.039984106,0.687692185,-0.053342962,0.664554152,1.018070851880504,1.2884074486939983,Jogging
0.7504511958064572,1.9661274713755903,0.8640436260742304,1.0302345186850694,0.6277732167707439,1.2249738754964854,Walking
0.9405647163912139,-1.547832833,0.6067331774117265,0.6562187294979711,0.5836739314899222,1.1320332109796853,Standing
-1.951035189,-0.265360108,-2.985822534,1.356061134671695,1.0546893347013957,1.123847892146932,Jogging
-1.302179507,-0.462521384,0.5452422044284568,1.8183492129604515,0.7726658298055115,1.083268134866449,Walking
0.12784040316728537,-1.973682676,-1.00347941,1.1451823160995989,0.5642464848979241,1.1222791166264903,Walking
-0.316242592,1.060327204779694,-1.421728741,0.8095160843615369,1.2896023876942189,1.1426087750992608,Walking
-0.016801158,-0.270396556,-0.18847341,0.23990250085160258,0.8104615981218724,0.5786733502817858,Jogging
-0.853043928,0.7396312049865622,0.41097110903001155,0.49466076563729766,1.3449434811596073,0.7629258562167285,Jogging
0.8793979748628286,2.3597719343296117,-1.64073461,1.4664585493081408,1.0085412373328282,0.6913235126553872,Jogging
0.7777919354289483,-0.353243692,0.7045764170575515,0.691242447,1.088427658616591,1.3321435022962027,Walking
0.066030698,-0.421152983,0.7633388475315999,0.8887495354940463,0.9365500761709441,1.4962300310750838,Walking
1.1272412069680329,0.11866416972399602,0.046976196299497744,1.1965977923737534,0.20345132663629095,0.34928562387634754,Standing
0.4675093422520456,0.9872473529834096,-0.86762363,1.4446869398085378,0.6589640526838887,1.4694443835614983,Walking
-0.859292463,-0.566713025,-0.979378004,0.9401239236508486,0.9622871620843827,1.0260164120594588,Walking
0.36875078408249884,-0.630961597,1.0259321315802274,0.8785999391001896,1.1094187411878114,1.3038159457476106,Jogging
-0.958882601,1.0571892702413659,-1.511222686,1.021486308553205,0.4630977932835638,1.1519401463754688,Standing
0.8784503013072725,0.37863932383803556,1.0644704608191784,0.8117086550082349,0.9839194876418617,1.432118516079976,Jogging
-0.049925911,-2.044728263,-0.165199159,0.8278542390121135,0.6633207738357906,1.0629227300072488,Jogging
-0.184862364,-1.225391799,-0.0958345,1.1235640352601621,1.0703860495268962,0.590963662,Walking
-0.680929544,1.5012358638272103,-1.708087705,1.055587455350346,0.9941797642900525,0.968297535,Standing
1.2225413386740303,0.4019282830788125,-0.14671663,1.6394815919675751,1.223050480728872,1.1546968138320417,Jogging
-0.154529482,-0.762195931,0.6135855160113759,1.1316546449906288,1.3200468790562556,0.9352116695396924,Jogging
-0.428327822,-0.170409657,-1.336410088,1.3453436644281485,1.1376969697822088,1.1973195166458013,Walking
-0.35213355,0.013236672801670204,0.4986358672518455,0.6786144469830606,1.2581180766911724,0.9802907834078668,Jogging
0.5323091855533487,0.7357333602801638,0.089012254,1.1575471870090814,0.8948972572228484,0.821347204,Walking
0.36544406436407834,-1.358263395,-0.643755614,0.7831055960196823,1.8469352233801435,0.6742064850065377,Jogging
0.4127326115959884,-0.840949139,0.8546730864913044,1.1186359789889673,0.6343542710515357,0.8824553852399967,Jogging
0.43082100300788273,0.27295575486338886,-2.202256769,1.2065543794344524,0.8416732666272037,1.0613714949100983,Jogging
2.1416476008704612,-0.09983458,0.346680749,1.014960653200442,1.270407574824068,0.4121824587232148,Walking
